id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href
45,Airblade 2020 62+2,45.000.000 đ,29.93 tr,35.13 tr,"Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","Airblade 150 2020 62+2 cần bán :

Full máy 62+2 :

Dên lightspeed

Lòng redleo 62

Full Aracer Mini 5 + Af2 Sensor 4.9 Autotune cực nhạy

Pô zin móc

Lọc gió DNA

Nồi canh theo bài

Đầu zin làm lên

Cam BRT

Họng Gió BRT

Co gió Intake

Kim phun BRT

Pô arka g310

Mâm rcb sơn màu vàng cát

Bộ mạch tăng sáng, demi đổi màu, auto passing chỉnh trên app đt

Yên xe tấn tài

Cặp vỏ michelin gp mới thay

Máy móc hoạt động hoàn hảo do mới bảo trì

Bs tp dễ nhìn


Dá ra đi 4x , x có như không nếu nhiệt tình

Xe công chứng 1 nốt nhạc do ngay chủ đầu tiên

Ae có nhu cầu xin liên hệ",Honda,Air Blade,2020,80000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123810022.htm
46,visino đỏ nâu đk 2019,22.500.000 đ,21.1 tr,24.77 tr,"Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",Ban vision đỏ nâu dk lần đầu 2019 khóa Smartkey bs tphcm máy zin áo có trầy nhẹ ace nào thích alo mình để hổ trợ giá tốt e k nhận tn cam on ace da xem bai ak,Honda,Vision,2019,46000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123795174.htm
47,Xe nhà dư cần bán ab 2009 fi,10.800.000 đ,8.6 tr,10.1 tr,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",Xe nhà dư cần bán xe ab 2009 fi phun xăng điện tử tiết kiệm xăng . Máy êm áo đẹp mua về chỉ sử dụng ko làm gì hết BSTP . GTĐĐ ko chính chủ bán bao tranh chấp tại nhà xem xe q1 bớt ít thôi nhé,Honda,Air Blade,2009,51000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123764138.htm
48,Future LED 125 đk 11/2021 đen nhám bánh mâm BSTP,25.800.000 đ,23.33 tr,27.39 tr,"Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","Đổi xe khác nên mình cần bán lại 1 xe máy Honda Future LED 125 đk 11/2021 đen nhám bánh mâm BSTP.

Xe dán keo nguyên con nên tháo keo là mới keng , xe chính chủ bà xã đứng tên và sử dụng chạy ít chủ yếu đi làm văn phòng hằng ngày, ODO đúng 15000 km, máy móc nguyên zin 
bảo trì bảo dưỡng thay nhớt định kỳ đầy đủ
Xe công chứng mua bán sang tên hay ủy quyền đều được

Giá bán : 25 triệu 800 ngàn - ( bác nào có ý định trả giá dưới 25 triệu xin vui lòng ko liên hệ để tránh mất thời gian 2 bên ạ , e xin cảm ơn )

Liên hệ - chủ xe Quyên : 0chin0chin444chin0hai

Xem xe tại : Nhà đinh tiên hoàng Q1",Honda,Future,2021,15000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123339927.htm
49,Bán Sh 300i 2017,140.000.000 đ,55.2 tr,64.8 tr,"Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh","Sh 3 xị chưa bao giờ rẻ như lúc này

#SH300i nhập Ý date 2017

Biển số thành phố chính chủ

Máy móc êm ái Full Pxl Ecu Ate V4 3x Hp

Hỗ trợ anh em về zin không thêm phí

Đồ chơi cơ bản:
Phuộc Ohlins 818 chính hãng
Cặp đĩa Braking chính hãng
Cùm Domino xịn
Nồi sau Malossi 
Set pô cổ titan, móc theo bài

Dá chỉ 12x (lấy phuộc thêm dùm em 13đ)

Bảo hành cục máy cho anh em an tâm sử dụng
Bao quay đầu cho anh em trãi nghiệm
Hỗ trợ góp trực tiếp với shop 50-60% nhận xe
Hỗ trợ góp qua ngân hàng, quẹt thẻ tín dụng

📞 ***
Đc: 293 Vườn Lài, Tân Phú
#368Moto #SH125i #SH150i #sh350",Honda,SH,2017,999,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123773882.htm
50,AB 2017 màu hot đẹp,12.000.000 đ,20.71 tr,24.32 tr,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",Mình trải nghiệm xong chia lại cho ai đam mê xe ab đời 2017.Xe màu xám tím ca may đẹp máy êm đã thay nhớt đầy đủ.Xe bán 12 triệu(giá này đọc kỹ giúp rồi dt cho mình)Mình chỉ bán cho người sử dụng anh em mua bán xe xin bỏ qua.,Honda,Air Blade,2017,56688,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123714979.htm
51,Yamaha Fino 125 Sporty chính chủ,25.990.000 đ,20 tr,23.47 tr,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","Xe Yamaha Mio Fino 125 nhập Indo chính chủ odo 4.900km. Xem xe tại 183/10 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TPHCM.
Xem xe liên hệ *** gặp Minh.",Yamaha,Mio,2022,4900,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123763871.htm
52,Bán xe cb500x,120.000.000 đ,13.7 tr,16.08 tr,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh","Honda cb500x 2020 

- xe dàn ngoài đẹp keng, ốc tán zin keng , đồ zin theo xe 

Xe lên đồ chơi: đồ zin còn pô zin và phuộc zin

+ trợ lực YSS
+ phuộc sau YSS
+ chống đổ khung 
+ Thùng nhôm sau 
+ Baga sau 
+ Cặp đèn trợ sáng 
+ cặp đèn ( trong hình k có)
+ Kinh gió
+ Lọc gió K&N

- xe máy móc bảo dưỡng đầy đủ , chuẩn zin, mạnh êm 
- vừa bảo dưỡng thay nhớt và thay nước mát

- xe bs tỉnh Tp Bà rịa , sang tên thuế 1% , chinh chủ ủy quyền hay mua bán sang tên nhanh chóng

Giá : 120 triệu",Honda,Dòng khác,2020,2,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123761630.htm
53,Vario 150 đen nhám,32.000.000 đ,30.13 tr,35.37 tr,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","nợ nần bán xe m đang đứng uỷ quyền mua bán sang tên hợp lệ 
xe về đổ xăng là chạy",Honda,Vario,2019,27000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123752934.htm
54,cần bán,36.000.000 đ,28.66 tr,33.64 tr,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","sửa dụng 2 tháng
trầy vài vết nhẹ
xe còn mới",Honda,MSX 125,2023,3263,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123733694.htm
55,ab 125 2021,40.000.000 đ,37.85 tr,44.43 tr,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","dky lan đầu 2024 odo chưa đến 1000km ạ, xem xe trực tiếp tại 19a Cống Quỳnh lh em : ***",Honda,Air Blade,2024,1000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123728974.htm
56,xe wave rsx 2011,6.800.000 đ,6.58 tr,7.72 tr,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",Mua xe mới nên dư xe wave nhà đi. Mới thay nhớt bố thắng cổ pô. Viết giấy bao tranh chấp giao cà vẹt,Honda,Wave,2011,23015,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123715853.htm
57,Xe chính chủ,8.500.000 đ,6.68 tr,7.84 tr,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",Nhà dư xe nên cần thanh lý sang tên liền tay . Xem xe tại quận 1 tphcm,Honda,Lead,2010,92000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123704401.htm
58,Bán Royal Enfield 650 interceptor,120.000.000 đ,,,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","Hết đam mê ra đi em Royal Enfield Interceptor 650 đk 2019 chính chủ biển HN
Odo xe 11500km 
Tặng kèm cặp thùng civi chính hãng + cặp pô dusland chính hãng nốt
Giá cả còn thương lượng",Royal Enfield,Interceptor 650,2019,11500,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123674655.htm
59,Air Blade zin,12.900.000 đ,12.59 tr,14.78 tr,"Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","Xe zin nguyên bản căng đét. Biển SG
Máy zin qúa chất chạy im ru như xe điện
Xe Cầm tl 9chủ kí khó bao tranh chấp …",Honda,Air Blade,2010,9999,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123592938.htm
60,wave alpha 2024,17.000.000 đ,12.56 tr,14.75 tr,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",cần bán wave alpha 2024 kiểng nhẹ bstp 9c mới đi được 8000km giá 17tr500k,Hãng khác,Dòng khác,2024,8000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123677839.htm
61,shvn2019 150 ABS,72.000.000 đ,62.76 tr,73.68 tr,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","Như tiêu đề mình cần bán nhanh . chính chủ , bstp dễ nhìn 35036 . vừa dán decal đổi màu xám lampo . dàn chân sơn sporty mới đẹp . máy móc êm ru bảo dưỡng định kỳ . .. cảm ơn chotot duyệt tin",Honda,SH,2019,35000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123675840.htm
62,Bán xe Honda Rebel 250cc năm 1986,106.000.000 đ,,,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh","Bán xe Honda Rebel 250cc năm 1986

Xe nhà đang đi giờ em muốn đổi xe khác nên bán lại cho anh em nào yêu thích dòng xe này.

- Dung tích: 250cc
- Năm sản xuất: 1986
- Đồ zin: 95%
- Tình trạng: Hoàn hảo, nguyên bản, xe đẹp

Giấy tờ
- Hải quan chính ngạch
- Xe chính chủ, mua bán sang tên ngay luôn.
- Biển số TP HCM

Tình trạng xe
- Xe đang chạy ngon lành, mượt mà
- Bảo dưỡng định kỳ
- Không cần sửa chữa, mua về chỉ đổ xăng vào chạy
- Xe kiểu dáng huyền thoại, phong cách cổ điển
- Động cơ mạnh mẽ, bền bỉ
- Phù hợp cho những ai yêu thích dòng xe mô tô cổ

Giá bán: 106 triệu

Anh em thiện chí mua liên hệ trực tiếp với em là chính chủ, xem xe tại Quận 1.
Cảm ơn Chợ Tốt đã đăng tin!",Honda,Rebel,1986,50000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/121008418.htm
63,Honda Airblade 4Val 2023,39.000.000 đ,36.71 tr,43.1 tr,"Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","Hi mọi người,
Do mình muốn đổi lên xe to xác hơn (do mình to con, đi xe AB nhỏ này thấy không thoải mái). Nên cần bán chiếc xe này:
- Xe mình mua mới tại head Phát Tiến CMT8 vào T7/2023
- BSTP Q10, chính chủ mình đứng tên. Sang tên, ủy quyền đều được.
- Odoo: tầm 11 ngàn km, có tăng hằng ngày do là xe đi làm. 
- Tình trạng xe có dán full keo, có trầy do mình gửi trong bãi xe khá hẹp. Về lột ra dán lại hết là như mới. 
- Bảo dưỡng: tầm 1500km - 2000km là mình mang vô hãng thay nhớt máy, nhớt láp. Vừa thay luôn lọc gió và bugi, bảo dưỡng đầy đủ và đúng theo lịch.
- Phần khác: mình có lên thêm 1 số món để xe đi thoải mái & an toàn hơn hơn. Đã thay cặp lốp pirelli rosso sport (vừa đi gần 1000km), Gù SH150i, Cụm thắng RCB, Mão AB160, lốt cốp 3D, cảm biến bật tắt đèn xe tự động. Đồ zin còn đủ hết. 
- Nay muốn bán hoặc giao lưu PCX125/150 bù trừ hợp lý. 
Mọi thông tin mình đã ghi đủ, mọi người cần thêm thông tin gì thì cứ sms/zalo mình nhé. Cảm ơn cả nhà.",Honda,Air Blade,2023,11000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123671370.htm
64,cần bán,370 đ,361.56 tr,424.44 tr,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","𝐓𝐫𝐢𝐮𝐦𝐩𝐡 Bonneville 𝐓𝟗𝟎𝟎 MY2024
Màu Jet Black siêu đẹp
- Đăng ký lần đầu 2/2024 một chủ, tôi chủ từ đầu. Biển số TP thuế sang tên 1%
- Odo lướt: 8900km xe đi kĩ, chưa một lần đổ ngã. Xe có gắn thêm chống đổ, che két nước, bv gầm…
- Giá em bán: 3xx triệu, cam kết xe không đâm đụng, không ngập nước, ngã…
☎️ 𝑯𝒐𝒕𝒍𝒊𝒏𝒆: ***",Triumph,Triumph Bonneville T100,2024,8900,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123668716.htm
65,Xe tay ga Janus màu xanh đen 125cc 2024 mới 95%,26.000.000 đ,19.35 tr,22.71 tr,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","- xe chưa hư hỏng bao giờ
- mua tại hãng tháng 7/2024
- xem xe liên hệ em nhé ạ",Yamaha,Janus,2024,2400,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123611796.htm
66,--- Cúp Nhật 81 đèn tròn 50 Cc mới keng,9.200.000 đ,7.2 tr,8.45 tr,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","--- Nhà ít dùng e giao lưu con cúp Nhật 81 / 50 Cc cực đẹp..biển số đẹp Số lùi như tiến tiền như núi.. 
---Xe tâm huyết nhà e Cúp Nhật 81 đời cao chót vót máy cực chất miễn bàn luôn thì thầm mùa xuân bao Ae êm ru ru.. 
--- Xe giấy tờ đầy đủ 50 Cc đi ko cần bằng lái.. 
--- Lưu Ý giá tốt nên ko bớt.. Ae mua dc hả gọi ..khỏi mất thời gian.. 
-- Cảm ơn miễn trả lời tin nhắn 
.",Honda,Cub,1998,12000,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123397456.htm
67,dư dùng nên bán,1 đ,30.13 tr,35.37 tr,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh","Xe 2019 , 9c bstp sang tên uỷ quyền vô tư . Xe có vô một số đồ chơi . Xe nhà chạy kĩ , dàn ngoài có trày ít theo năm tháng . Mua về chỉ đổ xăng vô chạy . Xe chưa rớt đầu . Giá 3x trung , có thương lượng",Honda,Vario,2019,81000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123663692.htm
68,Cần bán xe Sirius,7.300.000 đ,6.12 tr,7.18 tr,"Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",Mình có chiếc xe cũ cần bán. Xe biển tỉnh 86 xe chính chủ mẹ mình đứng tên ai cần liên hệ nhé giá bán còn bớt lọc,Yamaha,Sirius,2010,40000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123652902.htm
69,Wave rsx 110,16.555.555 đ,14.27 tr,16.76 tr,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Xe còn rất mới ko cấn ko trầy xước thắng đùm chính chủ biển số sài gòn,Honda,Wave,2023,5062,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123639629.htm
70,bán xe Có cà vẹt chính chủ .,3.000.000 đ,2.7 tr,3.17 tr,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","Xe chạy bình thường , không hỏng
Hóc , xe cũ . Ưng ý thì liên hệ Sđt: *** (nhắn tin trực tiếp qua chợ tốt )",SYM,Attila,2007,10000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123627513.htm
71,cần bán xe,28.000.000 đ,10.63 tr,12.48 tr,"Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",Mọi thông tin thắc mắc xin vui lòng liên hệ giao xe tận tay nếu cần giấy tờ đầy đủ,Hãng khác,Dòng khác,2022,30,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123619169.htm
72,Xe nhà đi cần bán,27.000.000 đ,17.09 tr,20.06 tr,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh","Xe nhà đi 
Xe đẹp xe ít đi 
Xe chính chủ bao công chứng hay ủy quyền",Yamaha,Exciter,2018,26264,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123609101.htm
73,"Air Blade Fi THÁi, Có trao đổi gl",22.900.000 đ,12.59 tr,14.78 tr,"Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","zin nguyên bản căng đét
Xe nhập Thái Fi Máy qúa chất
Có giao lưu trao đổi xe khác …

Xe Cầm thanh lý bao tranh chấp ,Sang tên thông tư ok,Đã check ok đầy đủ. Biển SG 54K",Honda,Air Blade,2010,12779,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123218473.htm
74,Wave a em đi học ít đi giữ kĩ chính chủ bs HCM,9.200.000 đ,10.39 tr,12.2 tr,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","Em lên đời xe tay ga dư bán nhé
Ba mua cho em dei học
Giờ em đi làm em đổi xe tay ga dư em bán nhé
Xe đời 2008
Xe nhật đúng hãng honda

Máy móc còn zin nguyên chưa sửa gì ạ
Xe chính chủ ra công chứng sang tên được nhé
Có đầy đủ chức năng
Máy êm thì thầm
Ai có nhu cầu mua lại thì gọi cho em nha",Honda,Wave,2018,25,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123386619.htm
75,-- Cúp Nhật 86 Kim Vàng Giọt Lệ.,11.000.000 đ,8.23 tr,9.66 tr,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","--Xe Cúp Nhật 86 Kim Vàng Giọt Lệ cực đẹp biển cực Víp xe tâm huyết nhà e đẹp leng keng miễn bàn.. Đời cao chót vót.. 
--- Xe màu vỏ dưa 🍈🍈🍈🍉 đẹp nhất trên dòng xe Cúp Nhật.. 
--- Máy Zin êm ru ru thì thầm mùa xuân miễn bàn máy ko im chửi Cha e..
--- Xe giấy tờ đầy đủ ..Cúp 50 cc đi ko cần bằng lái. 
--- Lưu Ý giá tốt Ae đam mê. 
-- Ae mua dc hả gọi e ko bới miễn trả giá e ko trả lời tin nhắn.. 
--- Mua vui lòng gọi trực tiếp..",Honda,Cub,1997,12000,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123595308.htm
76,dư dùng,35.500.000 đ,23.67 tr,27.79 tr,"Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh",Sh ý 150 sx 2005 xe zin chưa rớt đầu nút đèn pha chưa mở ngoại hình đẹp mọi chức năng hoạt động tốt.công chứng sang tên trong ngày.xem xe quận 1,Honda,SH,2005,49000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123594354.htm
77,Bấn vesspa LX 125 như hình,9.000.000 đ,6.74 tr,7.91 tr,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","Mình còn dư xe vesspa LX như hình, xe mới đi ít máy rất êm.",Piaggio,Vespa,2011,11000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123587280.htm
78,Wave A Nhật còn chạy tốt BSTP,8.000.000 đ,7.27 tr,8.54 tr,"Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",Mình cần để lại chiếc Wave A Nhật máy móc còn chạy tốt. Có Cavet và giấy mua bán cửa hàng. Mọi người liên hệ mình nhé.,Honda,Wave,2007,45000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123585908.htm
79,Cần bán xe lead 2020 up 4val xe nguyên zin 27.5,27.500.000 đ,27.45 tr,32.22 tr,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","lead 2020
up 4val
xe chính chủ uỷ quyền sang tên đầy đủ
xe nguyên zin odo thấp",Honda,Lead,2020,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123549615.htm
80,cần bán lead 4val 2023,39.000.000 đ,35.87 tr,42.11 tr,"Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","Cần bán lead 2023
Xe chính chủ
Bs HCM Tân Phú",Honda,Lead,2023,15000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123546864.htm
81,Xe sh ý 2005. Không sữ dụng cần bán,18.000.000 đ,78.55 tr,92.21 tr,"Phường Bến Thành, Quận 1, Tp Hồ Chí Minh","Xe mình đi làm hàng ngày. 
Máy êm mạnh vọt. Anh em mua về dổ xăng là đi. Dàn áo cũ theo thời gian.anh mua về lên 2012 hoặc dọn mới ok hết Xe cứng cáp full mọi chức năng. Giá bán rẽ cho anh em về dọn.",Honda,SH,2025,100000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/123544370.htm
