id,title,description,Dòng xe,description_cleaned,title_cleaned,content
43,Wave@ 2018,"Hàng về anh chị nào cần xe đi làm đi cày bừa hú em

- Wave@ 2018 , Bstp chính chủ
- Máy móc nguyên êm zin 

Dá : 12tr800 (Bớt lộc)
Call : ***",@,hàng anh_chị đi đi cày bừa hú_em wave 2018 bstp chủ máy_móc nguyên êm zin dá 12tr800 bớt lộc call,wave 2018,hàng anh_chị đi đi cày bừa hú_em wave 2018 bstp chủ máy_móc nguyên êm zin dá 12tr800 bớt lộc call wave 2018
44,xe nhà đi ko dùng nữa ai cần ib ạ,có trầy theo năm tháng .. máy móc êm . chạy thoải mái về quê bình thường,Attila,trầy máy_móc êm chạy thoải_mái quê bình_thường,đi không inbox,trầy máy_móc êm chạy thoải_mái quê bình_thường đi không inbox
45,Airblade 2020 62+2,"Airblade 150 2020 62+2 cần bán :

Full máy 62+2 :

Dên lightspeed

Lòng redleo 62

Full Aracer Mini 5 + Af2 Sensor 4.9 Autotune cực nhạy

Pô zin móc

Lọc gió DNA

Nồi canh theo bài

Đầu zin làm lên

Cam BRT

Họng Gió BRT

Co gió Intake

Kim phun BRT

Pô arka g310

Mâm rcb sơn màu vàng cát

Bộ mạch tăng sáng, demi đổi màu, auto passing chỉnh trên app đt

Yên xe tấn tài

Cặp vỏ michelin gp mới thay

Máy móc hoạt động hoàn hảo do mới bảo trì

Bs tp dễ nhìn


Dá ra đi 4x , x có như không nếu nhiệt tình

Xe công chứng 1 nốt nhạc do ngay chủ đầu tiên

Ae có nhu cầu xin liên hệ",Air Blade,airblade 150 2020 62 full máy 62 dên lightspeed redleo 62 full aracer mini af2 sensor 4.9 autotune cực nhạy pô zin móc lọc gió dna nồi canh đầu zin cam_brt họng gió brt co gió intake kim phun brt pô arka g310 mâm rcb sơn màu vàng cát mạch demi đổi màu auto passing chỉnh app điện_thoại yên tấn_tài cặp vỏ michelin gp thay máy_móc hoạt_động hoàn_hảo bảo_trì bs tp dá đi 4x nhiệt_tình công_chứng nốt_nhạc chủ anh_em nhu_cầu_xin liên_hệ,airblade 2020 62,airblade 150 2020 62 full máy 62 dên lightspeed redleo 62 full aracer mini af2 sensor 4.9 autotune cực nhạy pô zin móc lọc gió dna nồi canh đầu zin cam_brt họng gió brt co gió intake kim phun brt pô arka g310 mâm rcb sơn màu vàng cát mạch demi đổi màu auto passing chỉnh app điện_thoại yên tấn_tài cặp vỏ michelin gp thay máy_móc hoạt_động hoàn_hảo bảo_trì bs tp dá đi 4x nhiệt_tình công_chứng nốt_nhạc chủ anh_em nhu_cầu_xin liên_hệ airblade 2020 62
46,visino đỏ nâu đk 2019,Ban vision đỏ nâu dk lần đầu 2019 khóa Smartkey bs tphcm máy zin áo có trầy nhẹ ace nào thích alo mình để hổ trợ giá tốt e k nhận tn cam on ace da xem bai ak,Vision,ban vision đỏ nâu dk đầu 2019 khóa smartkey bs thành_phố hồ chí minh máy zin áo trầy nhẹ anh_chị_em thích alo hổ trợ_giá tốt không tn cam on anh_chị_em da bai,visino đỏ nâu đk 2019,ban vision đỏ nâu dk đầu 2019 khóa smartkey bs thành_phố hồ chí minh máy zin áo trầy nhẹ anh_chị_em thích alo hổ trợ_giá tốt không tn cam on anh_chị_em da bai visino đỏ nâu đk 2019
47,Xe nhà dư cần bán ab 2009 fi,Xe nhà dư cần bán xe ab 2009 fi phun xăng điện tử tiết kiệm xăng . Máy êm áo đẹp mua về chỉ sử dụng ko làm gì hết BSTP . GTĐĐ ko chính chủ bán bao tranh chấp tại nhà xem xe q1 bớt ít thôi nhé,Air Blade,dư ab 2009 fi phun xăng điện_tử tiết_kiệm xăng máy êm áo đẹp mua không bstp gtđđ không chủ bao tranh_chấp q1 bớt,dư ab 2009 fi,dư ab 2009 fi phun xăng điện_tử tiết_kiệm xăng máy êm áo đẹp mua không bstp gtđđ không chủ bao tranh_chấp q1 bớt dư ab 2009 fi
48,Future LED 125 đk 11/2021 đen nhám bánh mâm BSTP,"Đổi xe khác nên mình cần bán lại 1 xe máy Honda Future LED 125 đk 11/2021 đen nhám bánh mâm BSTP.

Xe dán keo nguyên con nên tháo keo là mới keng , xe chính chủ bà xã đứng tên và sử dụng chạy ít chủ yếu đi làm văn phòng hằng ngày, ODO đúng 15000 km, máy móc nguyên zin 
bảo trì bảo dưỡng thay nhớt định kỳ đầy đủ
Xe công chứng mua bán sang tên hay ủy quyền đều được

Giá bán : 25 triệu 800 ngàn - ( bác nào có ý định trả giá dưới 25 triệu xin vui lòng ko liên hệ để tránh mất thời gian 2 bên ạ , e xin cảm ơn )

Liên hệ - chủ xe Quyên : 0chin0chin444chin0hai

Xem xe tại : Nhà đinh tiên hoàng Q1",Future,đổi xe_máy honda future led 125 đk 11 2021 đen nhám bánh mâm bstp dán keo nguyên tháo keo keng chủ bà_xã đứng_tên chạy chủ_yếu đi văn_phòng hằng odo 15000 km máy_móc nguyên_zin bảo_trì bảo_dưỡng thay nhớt định_kỳ đầy_đủ công_chứng mua_bán sang_tên ủy quyền giá 25 triệu 800 ngàn ý_định trả_giá 25 triệu vui_lòng không liên_hệ liên_hệ chủ quyên 0chin0chin444chin0hai đinh tiên hoàng q1,future led 125 đk 11 2021 đen nhám bánh mâm bstp,đổi xe_máy honda future led 125 đk 11 2021 đen nhám bánh mâm bstp dán keo nguyên tháo keo keng chủ bà_xã đứng_tên chạy chủ_yếu đi văn_phòng hằng odo 15000 km máy_móc nguyên_zin bảo_trì bảo_dưỡng thay nhớt định_kỳ đầy_đủ công_chứng mua_bán sang_tên ủy quyền giá 25 triệu 800 ngàn ý_định trả_giá 25 triệu vui_lòng không liên_hệ liên_hệ chủ quyên 0chin0chin444chin0hai đinh tiên hoàng q1 future led 125 đk 11 2021 đen nhám bánh mâm bstp
49,Bán Sh 300i 2017,"Sh 3 xị chưa bao giờ rẻ như lúc này

#SH300i nhập Ý date 2017

Biển số thành phố chính chủ

Máy móc êm ái Full Pxl Ecu Ate V4 3x Hp

Hỗ trợ anh em về zin không thêm phí

Đồ chơi cơ bản:
Phuộc Ohlins 818 chính hãng
Cặp đĩa Braking chính hãng
Cùm Domino xịn
Nồi sau Malossi 
Set pô cổ titan, móc theo bài

Dá chỉ 12x (lấy phuộc thêm dùm em 13đ)

Bảo hành cục máy cho anh em an tâm sử dụng
Bao quay đầu cho anh em trãi nghiệm
Hỗ trợ góp trực tiếp với shop 50-60% nhận xe
Hỗ trợ góp qua ngân hàng, quẹt thẻ tín dụng

📞 ***
Đc: 293 Vườn Lài, Tân Phú
#368Moto #SH125i #SH150i #sh350",SH,sh xị rẻ sh300i nhập date 2017 biển thành_phố chủ máy_móc êm_ái full pxl ecu ate v4 3x hp anh_em zin không phí đồ_chơi cơ_bản phuộc ohlins 818 hãng cặp đĩa braking hãng cùm domino xịn nồi malossi set pô cổ titan móc dá 12x phuộc dùm 13đ bảo_hành cục máy anh_em an_tâm bao đầu anh_em trãi_nghiệm góp shop 50 60 góp ngân_hàng quẹt thẻ tín_dụng 293 vườn lài tân_phú 368moto sh125i sh150i sh350,sh 300i 2017,sh xị rẻ sh300i nhập date 2017 biển thành_phố chủ máy_móc êm_ái full pxl ecu ate v4 3x hp anh_em zin không phí đồ_chơi cơ_bản phuộc ohlins 818 hãng cặp đĩa braking hãng cùm domino xịn nồi malossi set pô cổ titan móc dá 12x phuộc dùm 13đ bảo_hành cục máy anh_em an_tâm bao đầu anh_em trãi_nghiệm góp shop 50 60 góp ngân_hàng quẹt thẻ tín_dụng 293 vườn lài tân_phú 368moto sh125i sh150i sh350 sh 300i 2017
50,AB 2017 màu hot đẹp,Mình trải nghiệm xong chia lại cho ai đam mê xe ab đời 2017.Xe màu xám tím ca may đẹp máy êm đã thay nhớt đầy đủ.Xe bán 12 triệu(giá này đọc kỹ giúp rồi dt cho mình)Mình chỉ bán cho người sử dụng anh em mua bán xe xin bỏ qua.,Air Blade,trải nghiệm xong chia đam_mê ab đời 2017 màu xám tím ca may đẹp máy êm thay nhớt đầy_đủ 12 triệu giá đọc kỹ giúp dt anh_em mua_bán bỏ_qua,ab 2017 màu hot_đẹp,trải nghiệm xong chia đam_mê ab đời 2017 màu xám tím ca may đẹp máy êm thay nhớt đầy_đủ 12 triệu giá đọc kỹ giúp dt anh_em mua_bán bỏ_qua ab 2017 màu hot_đẹp
51,Yamaha Fino 125 Sporty chính chủ,"Xe Yamaha Mio Fino 125 nhập Indo chính chủ odo 4.900km. Xem xe tại 183/10 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TPHCM.
Xem xe liên hệ *** gặp Minh.",Mio,yamaha mio fino 125 nhập indo chủ odo 4.900 km 183 10 bùi viện phường phạm ngũ lão thành_phố hồ chí minh liên_hệ minh,yamaha fino 125 sporty chủ,yamaha mio fino 125 nhập indo chủ odo 4.900 km 183 10 bùi viện phường phạm ngũ lão thành_phố hồ chí minh liên_hệ minh yamaha fino 125 sporty chủ
52,Bán xe cb500x,"Honda cb500x 2020 

- xe dàn ngoài đẹp keng, ốc tán zin keng , đồ zin theo xe 

Xe lên đồ chơi: đồ zin còn pô zin và phuộc zin

+ trợ lực YSS
+ phuộc sau YSS
+ chống đổ khung 
+ Thùng nhôm sau 
+ Baga sau 
+ Cặp đèn trợ sáng 
+ cặp đèn ( trong hình k có)
+ Kinh gió
+ Lọc gió K&N

- xe máy móc bảo dưỡng đầy đủ , chuẩn zin, mạnh êm 
- vừa bảo dưỡng thay nhớt và thay nước mát

- xe bs tỉnh Tp Bà rịa , sang tên thuế 1% , chinh chủ ủy quyền hay mua bán sang tên nhanh chóng

Giá : 120 triệu",Dòng khác,honda cb500x 2020 dàn đẹp keng ốc tán zin keng đồ zin đồ_chơi đồ zin pô zin phuộc zin trợ_lực yss phuộc yss chống đổ khung thùng nhôm baga cặp đèn trợ cặp đèn hình không kinh_gió lọc gió không xe_máy_móc bảo_dưỡng đầy_đủ chuẩn zin mạnh_êm bảo_dưỡng thay nhớt thay nước_mát bs tỉnh tp rịa sang_tên thuế chinh chủ ủy quyền mua_bán sang_tên nhanh_chóng giá 120 triệu,cb500x,honda cb500x 2020 dàn đẹp keng ốc tán zin keng đồ zin đồ_chơi đồ zin pô zin phuộc zin trợ_lực yss phuộc yss chống đổ khung thùng nhôm baga cặp đèn trợ cặp đèn hình không kinh_gió lọc gió không xe_máy_móc bảo_dưỡng đầy_đủ chuẩn zin mạnh_êm bảo_dưỡng thay nhớt thay nước_mát bs tỉnh tp rịa sang_tên thuế chinh chủ ủy quyền mua_bán sang_tên nhanh_chóng giá 120 triệu cb500x
53,Vario 150 đen nhám,"nợ nần bán xe m đang đứng uỷ quyền mua bán sang tên hợp lệ 
xe về đổ xăng là chạy",Vario,nợ_nần đứng uỷ_quyền mua_bán sang_tên hợp_lệ đổ xăng chạy,vario 150 đen nhám,nợ_nần đứng uỷ_quyền mua_bán sang_tên hợp_lệ đổ xăng chạy vario 150 đen nhám
54,cần bán,"sửa dụng 2 tháng
trầy vài vết nhẹ
xe còn mới",MSX 125,sửa_dụng trầy vết nhẹ,,sửa_dụng trầy vết nhẹ 
55,ab 125 2021,"dky lan đầu 2024 odo chưa đến 1000km ạ, xem xe trực tiếp tại 19a Cống Quỳnh lh em : ***",Air Blade,đăng_ký lan đầu 2024 odo 1000km 19a cống quỳnh lh,ab 125 2021,đăng_ký lan đầu 2024 odo 1000km 19a cống quỳnh lh ab 125 2021
56,xe wave rsx 2011,Mua xe mới nên dư xe wave nhà đi. Mới thay nhớt bố thắng cổ pô. Viết giấy bao tranh chấp giao cà vẹt,Wave,mua dư wave đi thay nhớt bố thắng cổ pô viết giấy bao tranh_chấp giao cà_vẹt,wave rsx 2011,mua dư wave đi thay nhớt bố thắng cổ pô viết giấy bao tranh_chấp giao cà_vẹt wave rsx 2011
57,Xe chính chủ,Nhà dư xe nên cần thanh lý sang tên liền tay . Xem xe tại quận 1 tphcm,Lead,dư thanh_lý sang_tên liền_tay thành_phố hồ chí minh,chủ,dư thanh_lý sang_tên liền_tay thành_phố hồ chí minh chủ
58,Bán Royal Enfield 650 interceptor,"Hết đam mê ra đi em Royal Enfield Interceptor 650 đk 2019 chính chủ biển HN
Odo xe 11500km 
Tặng kèm cặp thùng civi chính hãng + cặp pô dusland chính hãng nốt
Giá cả còn thương lượng",Interceptor 650,đam_mê đi royal enfield interceptor 650 đk 2019 chủ biển hn odo 11500km tặng kèm_cặp thùng civi hãng cặp pô dusland hãng nốt giá_cả thương_lượng,royal enfield 650 interceptor,đam_mê đi royal enfield interceptor 650 đk 2019 chủ biển hn odo 11500km tặng kèm_cặp thùng civi hãng cặp pô dusland hãng nốt giá_cả thương_lượng royal enfield 650 interceptor
59,Air Blade zin,"Xe zin nguyên bản căng đét. Biển SG
Máy zin qúa chất chạy im ru như xe điện
Xe Cầm tl 9chủ kí khó bao tranh chấp …",Air Blade,zin nguyên_bản căng đét biển máy zin qúa chất chạy im ru xe_điện cầm trả_lời 9chủ kí bao tranh_chấp,air blade zin,zin nguyên_bản căng đét biển máy zin qúa chất chạy im ru xe_điện cầm trả_lời 9chủ kí bao tranh_chấp air blade zin
60,wave alpha 2024,cần bán wave alpha 2024 kiểng nhẹ bstp 9c mới đi được 8000km giá 17tr500k,Dòng khác,wave alpha 2024 kiểng nhẹ bstp 9c đi 8000km giá 17tr500k,wave alpha 2024,wave alpha 2024 kiểng nhẹ bstp 9c đi 8000km giá 17tr500k wave alpha 2024
61,shvn2019 150 ABS,"Như tiêu đề mình cần bán nhanh . chính chủ , bstp dễ nhìn 35036 . vừa dán decal đổi màu xám lampo . dàn chân sơn sporty mới đẹp . máy móc êm ru bảo dưỡng định kỳ . .. cảm ơn chotot duyệt tin",SH,tiêu_đề chủ bstp 35036 dán decal đổi màu xám lampo dàn chân sơn sporty đẹp máy_móc êm_ru bảo_dưỡng định_kỳ chotot duyệt,shvn2019 150 abs,tiêu_đề chủ bstp 35036 dán decal đổi màu xám lampo dàn chân sơn sporty đẹp máy_móc êm_ru bảo_dưỡng định_kỳ chotot duyệt shvn2019 150 abs
62,Bán xe Honda Rebel 250cc năm 1986,"Bán xe Honda Rebel 250cc năm 1986

Xe nhà đang đi giờ em muốn đổi xe khác nên bán lại cho anh em nào yêu thích dòng xe này.

- Dung tích: 250cc
- Năm sản xuất: 1986
- Đồ zin: 95%
- Tình trạng: Hoàn hảo, nguyên bản, xe đẹp

Giấy tờ
- Hải quan chính ngạch
- Xe chính chủ, mua bán sang tên ngay luôn.
- Biển số TP HCM

Tình trạng xe
- Xe đang chạy ngon lành, mượt mà
- Bảo dưỡng định kỳ
- Không cần sửa chữa, mua về chỉ đổ xăng vào chạy
- Xe kiểu dáng huyền thoại, phong cách cổ điển
- Động cơ mạnh mẽ, bền bỉ
- Phù hợp cho những ai yêu thích dòng xe mô tô cổ

Giá bán: 106 triệu

Anh em thiện chí mua liên hệ trực tiếp với em là chính chủ, xem xe tại Quận 1.
Cảm ơn Chợ Tốt đã đăng tin!",Rebel,honda rebel 250cc 1986 đi đổi anh_em yêu thích dòng dung_tích 250cc sản_xuất 1986 đồ zin 95 hoàn_hảo nguyên_bản xe_đẹp giấy_tờ hải_quan chính_ngạch chủ mua_bán sang_tên biển tp_hcm chạy ngon_lành mượt_mà bảo_dưỡng định_kỳ không sửa_chữa mua đổ xăng chạy kiểu_dáng huyền_thoại phong_cách cổ_điển động_cơ mạnh_mẽ bền_bỉ yêu thích dòng mô_tô_cổ giá 106 triệu anh_em thiện_chí mua liên_hệ chủ chợ tốt đăng,honda rebel 250cc 1986,honda rebel 250cc 1986 đi đổi anh_em yêu thích dòng dung_tích 250cc sản_xuất 1986 đồ zin 95 hoàn_hảo nguyên_bản xe_đẹp giấy_tờ hải_quan chính_ngạch chủ mua_bán sang_tên biển tp_hcm chạy ngon_lành mượt_mà bảo_dưỡng định_kỳ không sửa_chữa mua đổ xăng chạy kiểu_dáng huyền_thoại phong_cách cổ_điển động_cơ mạnh_mẽ bền_bỉ yêu thích dòng mô_tô_cổ giá 106 triệu anh_em thiện_chí mua liên_hệ chủ chợ tốt đăng honda rebel 250cc 1986
63,Honda Airblade 4Val 2023,"Hi mọi người,
Do mình muốn đổi lên xe to xác hơn (do mình to con, đi xe AB nhỏ này thấy không thoải mái). Nên cần bán chiếc xe này:
- Xe mình mua mới tại head Phát Tiến CMT8 vào T7/2023
- BSTP Q10, chính chủ mình đứng tên. Sang tên, ủy quyền đều được.
- Odoo: tầm 11 ngàn km, có tăng hằng ngày do là xe đi làm. 
- Tình trạng xe có dán full keo, có trầy do mình gửi trong bãi xe khá hẹp. Về lột ra dán lại hết là như mới. 
- Bảo dưỡng: tầm 1500km - 2000km là mình mang vô hãng thay nhớt máy, nhớt láp. Vừa thay luôn lọc gió và bugi, bảo dưỡng đầy đủ và đúng theo lịch.
- Phần khác: mình có lên thêm 1 số món để xe đi thoải mái & an toàn hơn hơn. Đã thay cặp lốp pirelli rosso sport (vừa đi gần 1000km), Gù SH150i, Cụm thắng RCB, Mão AB160, lốt cốp 3D, cảm biến bật tắt đèn xe tự động. Đồ zin còn đủ hết. 
- Nay muốn bán hoặc giao lưu PCX125/150 bù trừ hợp lý. 
Mọi thông tin mình đã ghi đủ, mọi người cần thêm thông tin gì thì cứ sms/zalo mình nhé. Cảm ơn cả nhà.",Air Blade,hi đổi to xác to_con đi ab không thoải_mái mua head phát tiến cmt8 t7 2023 bstp q10 chủ đứng_tên sang_tên ủy quyền odoo tầm 11 ngàn km hằng đi dán full keo trầy gửi bãi hẹp lột dán bảo_dưỡng tầm 1500km 2000km vô hãng thay nhớt máy nhớt láp thay lọc gió bugi bảo_dưỡng đầy_đủ lịch món đi thoải_mái an_toàn thay cặp lốp pirelli rosso sport đi 1000km gù sh150i cụm thắng rcb mão ab160 lốt cốp 3d cảm_biến bật tắt đèn tự_động đồ zin giao_lưu pcx125 150 bù_trừ hợp_lý thông_tin ghi thông_tin sms zalo,honda airblade 4val 2023,hi đổi to xác to_con đi ab không thoải_mái mua head phát tiến cmt8 t7 2023 bstp q10 chủ đứng_tên sang_tên ủy quyền odoo tầm 11 ngàn km hằng đi dán full keo trầy gửi bãi hẹp lột dán bảo_dưỡng tầm 1500km 2000km vô hãng thay nhớt máy nhớt láp thay lọc gió bugi bảo_dưỡng đầy_đủ lịch món đi thoải_mái an_toàn thay cặp lốp pirelli rosso sport đi 1000km gù sh150i cụm thắng rcb mão ab160 lốt cốp 3d cảm_biến bật tắt đèn tự_động đồ zin giao_lưu pcx125 150 bù_trừ hợp_lý thông_tin ghi thông_tin sms zalo honda airblade 4val 2023
64,cần bán,"𝐓𝐫𝐢𝐮𝐦𝐩𝐡 Bonneville 𝐓𝟗𝟎𝟎 MY2024
Màu Jet Black siêu đẹp
- Đăng ký lần đầu 2/2024 một chủ, tôi chủ từ đầu. Biển số TP thuế sang tên 1%
- Odo lướt: 8900km xe đi kĩ, chưa một lần đổ ngã. Xe có gắn thêm chống đổ, che két nước, bv gầm…
- Giá em bán: 3xx triệu, cam kết xe không đâm đụng, không ngập nước, ngã…
☎️ 𝑯𝒐𝒕𝒍𝒊𝒏𝒆: ***",Triumph Bonneville T100,𝐓𝐫𝐢𝐮𝐦𝐩𝐡 bonneville 𝐓𝟗𝟎𝟎_my2024 màu jet black siêu_đẹp đăng_ký đầu 2024 chủ chủ đầu biển tp thuế sang_tên odo lướt 8900km đi kĩ đổ ngã gắn chống đổ che két bv gầm giá 3xx triệu cam_kết không đâm đụng không ngập ngã 𝑯𝒐𝒕𝒍𝒊𝒏𝒆,,𝐓𝐫𝐢𝐮𝐦𝐩𝐡 bonneville 𝐓𝟗𝟎𝟎_my2024 màu jet black siêu_đẹp đăng_ký đầu 2024 chủ chủ đầu biển tp thuế sang_tên odo lướt 8900km đi kĩ đổ ngã gắn chống đổ che két bv gầm giá 3xx triệu cam_kết không đâm đụng không ngập ngã 𝑯𝒐𝒕𝒍𝒊𝒏𝒆 
